logFC AveExpr t P.Value adj.P.Val B Entrez_Gene_ID
PARVB 0.12400723 6.942037 1.8283865 0.254584004733333 0.398128767666667 -4.67976535456667 29780
PARVG -0.1926744 7.586137 -2.046581 0.04334856 0.1682887 -4.9385165635 64098
PASD1 0.01797485 5.879212 0.7426021 0.4594804 0.7344062 -6.717478507 139135
PASK 0.021126155 7.42504 0.27392595 0.7849117 0.9181349 -6.95440576165 23178
PATE -0.07222127 6.139944 -1.573409 0.1188134 0.343807 -5.7683155443 160065
PATL1 -0.01595593 8.747475 -0.3123959 0.7553965 0.9054356 -6.9440602114 219988
PATZ1 0.14508608 6.06647666666667 3.46986033333333 0.0109883966533333 0.0464209548333333 -0.9456507708 23598
PAWR 0.3089997 7.334175 6.51724 3.017797e-09 8.040629e-08 10.6810329693 5074
PAX1 0.03664589 6.043052 1.8949 0.06102237 0.2167209 -5.2265545038 5075
PAX2 0.0071111868 6.046816 0.319062246666667 0.756531966666667 0.895597133333333 -6.91486822153333 5076
PAX3 0.02675452875 5.92121875 0.729513075 0.3404270825 0.572563775 -6.292231080775 5077
PAX4 -0.01139736 6.065374 -0.6069774 0.5452549 0.7922809 -6.8087293093 5078
PAX5 0.01714992 5.93668 0.725851 0.4696419 0.741709 -6.7297318223 5079
PAX6 0.00127716 5.9331605 -0.2238645 0.3649253 0.6429858 -6.53424429215 5080
PAX7 0.07106953 7.346637 1.53303 0.1284568 0.362382 -5.8296360399 5081
PAX8 -0.00884794333333333 6.04997833333333 0.0796863 0.238945756666667 0.496005066666667 -6.14476405903333 7849
PAX9 -0.03908526 6.168623 -1.197433 0.2339958 0.5180599 -6.2799322834 5083
PAXIP1 0.3137173 7.929092 6.812365 7.542259e-10 2.259557e-08 12.036165337 22976
PBEF1 0.04609296 6.182056 1.426694 0.1568132 0.4102203 -5.983831523 10135
PBK 0.1122193 6.0906 3.89506 0.0001784192 0.001605113 0.0730321655 55872
PBLD 0.0359742885 6.0646075 1.06582185 0.25118536575 0.33907569025 -4.606990788325 64081
PBOV1 -0.027214764 6.1013115 -1.04249445 0.451709785 0.58081525 -6.10982423205 59351
PBRM1 0.0556274966666667 6.389484 1.59999793333333 0.224329202333333 0.412861773333333 -5.39249170196667 55193
PBX1 -0.1341798 6.761336 -2.993519 0.003482359 0.02158264 -2.6976797275 5087
PBX2 -0.2177081 7.601045 -4.918288 3.473089e-06 4.71859e-05 3.8367968404 5089
PBX3 -0.02564555 10.721738 -0.3643628 0.7163639 0.8867951 -6.9264655875 5090
PBX4 -0.1142537 6.702447 -2.639556 0.009644604 0.05069461 -3.6214516487 80714
PBXIP1 -0.1442364 6.981475 -2.607364 0.01053426 0.05451683 -3.7005108173 57326
PC -0.04032197525 6.8423385 -1.8646598 0.452103125000151 0.60680567500844 -0.34607883935 5091
PC-3 0.0707057 6.164238 2.000608 0.04817192 0.1818765 -5.0279786453 692094
PCAF 0.0291417 5.981396 1.161189 0.2483562 0.5359084 -6.3221525182 8850
PCBD1 0.4509595 8.91671233333333 6.97754833333333 7.3943156e-10 2.14248166666667e-08 12.8149403144333 5092
PCBD2 0.004877406 6.742383 0.1296173 0.8971321 0.9646362 -6.9845025516 84105
PCBP1 -0.03643841 10.390305 -0.5862701 0.5590279 0.8016099 -6.8210606741 5093
PCBP2 0.1589291 11.0300315 2.3354635 0.094044617 0.2318634355 -3.9054694084 5094
PCBP3 0.02953322 6.049006 0.9008496 0.3698537 0.6610209 -6.588112738 54039
PCBP4 -0.0416346502 6.6322016 -0.622868478 0.41067441004952 0.5725584246586 -3.6838454777 57060
PCCA -0.06640123 8.336782 -0.8499303 0.3974139 0.6857105 -6.6324188815 5095
PCCB 0.518348 9.84866 9.310801 3.476119e-15 3.131854e-13 24.0976180511 5096
PCDH1 0.048539675 6.098831 1.5536616 0.274814675 0.42808021 -5.39651934655 5097
PCDH10 -0.17725467 6.298294 -3.2423554 0.127584453013333 0.224422909833333 -0.8993420018 57575
PCDH11X 0.00543959944285714 6.057727 0.215585218571429 0.637638528571429 0.804986014285714 -6.75991926268571 27328
PCDH11Y 0.0308115266666667 5.942482 1.34775513333333 0.254108336666667 0.474076966666667 -5.91325524866667 83259
PCDH12 0.0319098 6.18422 0.6917781 0.4906953 0.7554127 -6.7538022015 51294
PCDH15 0.002811959 6.024169 0.1224821 0.9027654 0.9668681 -6.9854033582 65217
PCDH17 -0.370179 7.44078 -2.651486 0.009332562 0.04936376 -3.5919387121 27253
PCDH18 -0.5749936 8.077543 -5.2069235 1.4926883e-06 2.15340685e-05 5.00734033555 54510
PCDH19 0.04562343 6.392486 1.239818 0.2179724 0.497364 -6.2289621533 57526
PCDH20 -0.06147507 6.118503 -1.742429 0.08453766 0.2729214 -5.4952668011 64881
PCDH21 -0.06650289 6.042381 -1.892601 0.06133121 0.2174527 -5.2307627413 92211
PCDH24 -0.01275494 6.258635 -0.3808119 0.7041585 0.8806442 -6.9203348324 54825
PCDH7 -0.296405155 6.35685475 -5.3867948 0.187956786750231 0.235460437512528 9.31641321805 5099
PCDH8 -0.00984368 5.9667985 -0.4385125 0.15486729 0.36618115 -5.68958470555 5100
PCDH9 -0.10459139 6.100731 -3.83060533333333 0.00564506307 0.0268913188333333 0.190249911733333 5101
PCDHA1 0.04082754475 6.158014 0.88233965 0.43177725 0.661993375 -6.493009063925 56147
PCDHA10 -0.021491225 5.937557 -1.0034818 0.32568265 0.6115367 -6.47568637985 56139
PCDHA11 0.03265503 6.124721 1.443341 0.1520802 0.4029302 -5.9603926535 56138
PCDHA12 0.036068385 6.0054635 1.45898895 0.30517623 0.45493123 -5.5422799639 56137
PCDHA13 0.02533243 5.955309 0.93302335 0.36666795 0.6425888 -6.53091180645 56136
PCDHA2 0.0137455685 6.0580595 0.53763112 0.63516845 0.79325425 -6.72690727975 56146
PCDHA3 0.0136743236666667 5.922725 0.419887066666667 0.522917506666667 0.689933266666667 -6.4649061386 56145
PCDHA4 0.001158803 6.031193 0.03998339 0.9681869 0.9886893 -6.9921161045 56144
PCDHA5 0.0033775 6.257299 0.1268332 0.8993296 0.9654285 -6.9848601053 56143
PCDHA6 0.028205225 5.984526 1.150674 0.2528944 0.5405373 -6.33363690085 56142
PCDHA7 0.0229749233333333 6.03997533333333 0.938512166666667 0.365307366666667 0.6397013 -6.5223705804 56141
PCDHA8 0.01563193 6.02223 0.6981359 0.4867282 0.7528995 -6.7493977355 56140
PCDHA9 0.040859256 6.07110066666667 1.66770843333333 0.268787706666667 0.39053296 -5.13633820946667 9752
PCDHAC1 0.0092196035 5.898634 0.3753985 0.7173612 0.8740722 -6.8891837701 56135
PCDHAC2 0.007666705 6.0264045 0.296878675 0.60567595 0.81732285 -6.82588038135 56134
PCDHB1 -0.0002586536 5.944555 -0.01202143 0.9904327 0.996169 -6.9928444471 29930
PCDHB10 0.017563025 6.0888525 0.66908095 0.51330025 0.7622082 -6.7498486084 56126
PCDHB11 0.012644515 6.003101 0.44681715 0.67279565 0.8438969 -6.84007800115 56125
PCDHB12 -0.03841299 6.367554 -0.7751946 0.4400717 0.7193639 -6.6928453975 56124
PCDHB13 0.05264401 6.169186 1.768562 0.08004599 0.262624 -5.4507088074 56123
PCDHB14 0.01416575 6.345676 0.5265957 0.5996518 0.8264423 -6.8542186753 56122
PCDHB15 -0.04163061 5.855265 -1.678921 0.09632008 0.2990129 -5.6009482166 56121
PCDHB16 0.00074133 6.035416 -0.03342365 0.49264765 0.7567825 -6.75513099175 57717
PCDHB17 0.19034923 6.502587 2.061151 0.08192493335135 0.210607174547 0.15043820395 NA
PCDHB18 -0.05073089 6.079398 -1.925359 0.05705303 0.2062677 -5.1703591561 NA
PCDHB19P 0.03803131 7.140658 0.6983543 0.4865922 0.7527892 -6.7492457781 NA
PCDHB2 0.3564283 6.865665 3.167172 0.0063131104 0.0322118555 -2.0674262119 56133
PCDHB3 0.022680785 6.289149 -0.1059071 0.4384122 0.7147459 -6.6817393807 56132
PCDHB4 -0.01961329 6.533149 -0.3237512 0.7468091 0.9011158 -6.9404458144 56131
PCDHB5 0.4304975 7.329623 3.254795 0.00155332 0.01073925 -1.9540506439 26167
PCDHB6 0.008255444 5.9863715 0.38441265 0.4638964 0.70013705 -6.60792968955 56130
PCDHB7 -0.01032229 5.898994 -0.4644583 0.6433388 0.8499084 -6.8849860402 56129
PCDHB8 0.1343836 6.032845 4.237249 5.079478e-05 0.0005232309 1.2655617802 56128
PCDHB9 -0.0669545645 6.7691715 -0.6060988 0.36737227 0.5724618 -6.2386139073 56127
PCDHGA1 -0.00178305666666667 5.961031 -0.1108892 0.239059483333333 0.483414033333333 -6.10009957886667 56114
PCDHGA10 -0.005624945 6.1286235 -0.1256896 0.4449428 0.7183106 -6.68674090285 56106
PCDHGA11 0.02336725 5.8955165 1.01217575 0.420581525 0.59588845 -6.25028182015 56105
PCDHGA12 0.1260777 6.144533 4.038658 0.0001061568 0.001004813 0.564760478 26025
PCDHGA2 0.010307459 5.9764995 0.44374375 0.67745605 0.84271905 -6.83316310895 56113
PCDHGA3 0.02918907 6.03992733333333 1.15270236666667 0.326827216666667 0.539113766666667 -6.16807732786667 56112
PCDHGA4 0.010238685 5.866024 0.4690731 0.273331605 0.51161315 -6.1445129597 56111
PCDHGA5 0.006101681 5.97172933333333 0.1411017 0.487332533333333 0.713184166666667 -6.6281344781 56110
PCDHGA6 0.04324635 6.062468 1.696977 0.09284179 0.2921386 -5.5712777992 56109
PCDHGA7 0.0099864355 5.8743395 0.44594095 0.55914405 0.75464915 -6.6855280253 56108
PCDHGA8 0.0302814 5.946746 1.289645 0.2001773 0.473642 -6.1668454856 9708
PCDHGA9 0.03850559 6.037577 1.54615565 0.19383717 0.3923262 -5.6332914224 56107
PCDHGB1 0.1480404 6.144096 6.327368 7.278969e-09 1.788568e-07 9.8216345355 56104
PCDHGB2 -0.02320882 5.962991 -0.934266 0.352439 0.6455655 -6.5576588104 56103
PCDHGB3 -0.01755377 6.065654 -0.8065245 0.421873 0.7063691 -6.6681816789 56102
PCDHGB4 -0.08027473 6.178557 -3.301718 0.001337218 0.00942601 -1.815164786 8641
PCDHGB5 0.002577992 6.089889 0.1057354 0.9160062 0.9709829 -6.9873173918 56101
PCDHGB6 0.01369499 6.1961625 0.659149 0.36953094 0.56155035 -6.17779552785 56100
PCDHGB7 -0.011457952 5.9855825 -0.54639085 0.5883083 0.81521865 -6.8375814609 56099
PCDHGB8P -0.02215576 5.985783 -1.173585 0.2433758 0.5298674 -6.307854154 NA
PCDHGC3 0.004874437 6.057727 0.146068933333333 0.352576566666667 0.5550774 -6.2269970512 5098
PCDHGC4 -0.010398235 5.9410335 -0.4851895 0.62878435 0.84244515 -6.8746557281 56098
PCDHGC5 0.004678509 6.0121915 0.198008 0.6597781 0.84973375 -6.87192486405 56097
PCDP1 0.01601746 6.212468 0.6448689 0.5205031 0.775463 -6.7850651684 200373
PCF11 0.04796094 7.596091 0.8554432 0.3943707 0.6831733 -6.6277444961 51585
PCGF1 0.2373563 7.5533 5.54289 2.466582e-07 4.324474e-06 6.3938812908 84759
PCGF2 -0.0554549 8.570395 -1.037921 0.3018342 0.595891 -6.4562727815 7703
PCGF3 0.01038756 6.065772 0.440757 0.6603495 0.8590024 -6.8957098075 10336
PCGF5 -0.03577134 6.180996 -1.230379 0.2214695 0.5013697 -6.2404614984 84333
PCGF6 -0.04930491 6.4668 -1.15582143333333 0.299287133333333 0.459447633333333 -5.73872496726667 84108
PCID2 0.04018283 10.356358 0.7579645 0.4502721 0.7269982 -6.7059980348 55795
PCK1 -0.020434355 5.9676345 -0.8121904 0.4408857 0.6950341 -6.61577793395 5105
PCK2 0.03069472 6.82306766666667 0.7172368 0.543351866666667 0.725328833333333 -6.58340429386667 5106
PCM1 -0.24728 8.9384965 -3.4699025 0.005178850035 0.0269771183 -1.0498581395 5108
PCMT1 -0.3323395 10.501372 -7.258144 8.956748e-11 3.244704e-09 14.1219235252 5110
PCMTD1 0.07354724 7.98266 0.7787814 0.4379653 0.7182596 -6.6900706512 115294
PCMTD2 0.1616267 8.580965 2.280202 0.02473948 0.1088367 -4.4553148751 55251
PCNA 0.0569939966666667 6.33298933333333 1.599198 0.123851783333333 0.339817233333333 -5.6988256652 5111
PCNP -0.2376265 10.42342 -3.222987 0.001717929 0.01172569 -2.047288007 57092
PCNT 0.06310577 8.538513 0.9712857 0.3337723 0.6275021 -6.5226493596 5116
PCNX -0.02207727 8.678822 -0.4212745 0.6744676 0.8655679 -6.9041058721 22990
PCNXL2 0.07431158 6.436565 1.70545733333333 0.1179975506 0.231647799333333 -3.8619884453 80003
PCNXL3 0.1202857 8.059651 2.055097 0.04250212 0.1657173 -4.9217401431 399909
PCOLCE -0.3248477 8.950885 -2.892677 0.004696772 0.02778543 -2.9708709826 5118
PCOLCE2 -0.5138416 8.078785 -4.818432 5.219611e-06 6.804516e-05 3.444631418 26577
PCP2 -0.05984194 6.135031 -2.735606 0.007379584 0.04065582 -3.3805866051 126006
PCP4 -1.177871 11.421204 -10.64334 4.322037e-18 7.702409e-16 30.6800492443 5121
PCP4L1 -0.02729955 6.004711 -0.9465328 0.3461806 0.6393251 -6.5462060631 654790
PCSK1 0.0073809465 6.014881 0.30778414 0.7665042 0.89779445 -6.9127105713 5122
PCSK1N 0.09562769 7.036943 0.8147292 0.4171822 0.702512 -6.6615633852 27344
PCSK2 -0.005299253 5.935071 -0.2050043 0.8379895 0.9400687 -6.971871222 5126
PCSK4 -0.02980333 6.200657 -1.243249 0.2167111 0.4958347 -6.2247605071 54760
PCSK5 -0.4126562 6.636669 -8.439212 2.718226e-13 1.659312e-11 19.811544491 5125
PCSK6 0.041774456 6.00038483333333 1.5371663 0.289619206233333 0.455550723166667 -5.1771985382 5046
PCSK7 0.001641702 8.015246 0.03449205 0.9725542 0.9898109 -6.9923209441 9159
PCSK9 0.03083354 6.045786 1.327278 0.1874685 0.4561536 -6.1183645255 255738
PCTK1 0.02696989 5.9405975 1.0703442 0.32787095 0.57714035 -6.3377491549 5127
PCTK2 0.03104199 6.139124 0.8344342 0.4060446 0.6926396 -6.6453984724 5128
PCTK3 -0.073860006 6.15792875 -1.6045219 0.555810559797427 0.667347979051575 -3.13947889745 5129
PCTP 0.1918605 6.37562 4.613341 1.187597e-05 0.0001430526 2.6549468989 58488
PCYOX1 -0.4385273 9.25096 -3.853047 0.0023922250015 0.01412944385 0.2307645573 51449
PCYOX1L -0.02610109 6.004684 -0.960878 0.3389536 0.6325509 -6.5326268035 78991
PCYT1A 0.00564369 6.057018 0.2310378 0.817762 0.9325589 -6.9661882094 5130
PCYT1B 0.007022189 5.967002 0.3157326 0.7528699 0.904031 -6.9430114981 9468
PCYT2 -0.037945985 6.743193 -0.546179 0.130745895 0.3149862 -5.36964117165 5833
PDAP1 0.04857696 6.04081 0.9223314 0.3585972 0.6515226 -6.5686604525 11333
PDC -0.00584003532666667 6.03752966666667 -0.222744079 0.826168066666667 0.930673733333333 -6.95171642463333 5132
PDCD1 -0.03201233 6.055984 -1.098223 0.2747698 0.5655031 -6.3924947991 5133
PDCD10 -0.002705008 6.510221 0.102664533333333 0.6555485 0.839035566666667 -6.8438269794 11235
PDCD1LG2 0.02595496 5.72044 0.8845294 0.3785529 0.6686719 -6.6025895276 80380
PDCD2 0.2638251 8.7276395 4.7579295 0.00976063007839935 0.0450373777044465 4.6627443223 5134
PDCD2L 0.5606562 7.49853 10.64861 4.20961e-18 7.574878e-16 30.705984074 84306
PDCD4 -0.0377405 8.9155115 -0.3883555 0.0210807565 0.089379055 -3.8994956585 27250
PDCD5 0.1604722 8.091013 2.640153 0.009628753 0.05064251 -3.6199762009 9141
PDCD6 0.3005383 9.910798 4.572437 1.395803e-05 0.0001650671 2.5000687865 10016
PDCD6IP -0.02799866 7.329965 -0.4039812 0.2688222 0.51942575 -6.19549099305 10015
PDCD7 -0.14145713 9.9597715 -2.339619 0.097345914 0.2362336645 -3.87564725245 10081
PDCL -0.01945504 6.276091 -0.4565513 0.6489933 0.8534526 -6.8886257438 5082
PDCL2 0.02834022 5.935266 1.137599 0.2580325 0.5470779 -6.3489529129 132954
PDCL3 0.1951799 8.054962 3.804415 0.000670255855 0.0048065002 -0.15158794865 79031
PDDC1 0.1104885 7.215014 2.4306635 0.0229274495 0.096628595 -4.07069347135 347862
PDE10A 0.0262602355 5.9835955 1.1304174 0.40503552 0.5519051 -6.03505043735 10846
PDE11A -0.029969092 6.02398133333333 -0.993503266666667 0.405619253333333 0.610817533333333 -6.31968524933333 50940
PDE12 -0.0158627 7.063582 -0.3743519 0.7089429 0.8827976 -6.9227747421 201626
PDE1A 0.023240573475 6.64558725 0.4768058965 0.3170142275 0.4400372625 -5.603038362475 5136
PDE1B -0.209478 6.253379 -4.877924 4.097031e-06 5.470054e-05 3.6776849697 5153
PDE1C -0.1363215 6.134263 -4.68439 8.953061e-06 0.0001108921 2.9260580768 5137
PDE2A -0.3306079 6.475252 -7.075369 2.156015e-10 7.189475e-09 13.2615671902 5138
PDE3A -0.004818747 6.036185 -0.204349 0.8385001 0.9400687 -6.9720055215 5139
PDE3B 0.4711514 7.115191 6.676749 1.430033e-09 4.061529e-08 11.4106760253 5140
PDE4A -0.02107833 6.06627 -0.761705 0.4480462 0.7252468 -6.7031674987 5141
PDE4B -0.19729829275 6.8044395 -1.933282375 0.290635189411 0.425339771115 -3.614808685925 5142
PDE4C -0.03193146 9.311208 -1.33788995 0.2418063325 0.3788331745 -4.1614199733 5143
PDE4D -0.4426077 7.339117 -4.244468 4.943178e-05 0.0005102811 1.2914768902 5144
PDE4DIP 0.0230163292 6.011055 0.882008506 0.490229082 0.64377796 -6.25251617838 9659
PDE5A -0.17051711 6.8439542 -1.7104895 0.485596118700087 0.599506938371422 -3.13942168898 8654
PDE6A 0.02029283 5.97452 0.7971088 0.4272947 0.7104157 -6.675695306 5145
PDE6B -0.01576625 6.064984 -0.3159418 0.7527115 0.9039935 -6.9429453771 5158
PDE6C 0.01944709 5.918904 0.6117075 0.064310329 0.193400405 -4.5252285673 5146
PDE6D 0.05058944 6.775522 1.349138 0.1803691 0.4457597 -6.0895845257 5147
PDE6G 0.01555577 6.215573 0.6428186 0.5218273 0.7763184 -6.7863820066 5148
PDE6H 0.009592074 6.029019 0.317488 0.7515417 0.903503 -6.942455323 5149
PDE7A 0.00340342333333334 6.88305466666667 -0.0115292 0.305412213333333 0.543803966666667 -6.2341915717 5150
PDE7B -0.5947624 7.383398 -8.8686 3.189541e-14 2.369123e-12 21.9177194437 27115
PDE8A -0.05519593825 6.24189725 -1.819250425 0.3153310944075 0.45573684375 -4.07509752475 5151
PDE8B -0.28754771 8.027392 -2.8097325 0.03569740095 0.122033284 -2.80737765435 8622
PDE9A 0.2468319025 7.51970425 2.63943075 0.035130044524675 0.1194359684665 -0.137031261625 5152
PDF 0.004093855 6.103971 -0.07644695 0.43852065 0.71652465 -6.6861597868 64146
PDGFA 0.00894439233333333 6.170563 0.3858375 0.663667066666667 0.846841633333333 -6.85950343493333 5154
PDGFB 0.015593937 6.31698466666667 0.583779433333333 0.5032017 0.728617633333333 -6.65741689696667 5155
PDGFC -0.3636813 6.85341 -5.212789 1.018123e-06 1.583052e-05 5.0210081596 56034
PDGFD -0.3060335 6.6303435 -6.0643585 5.86716075e-08 1.11869335e-06 8.66837210605 80310
PDGFRA -0.2657687 7.302716 -3.400556 0.0010588212 0.0076008055 -1.5111412454 5156
PDGFRB -0.3735408 10.279554 -3.637041 0.0004399665 0.003566353 -0.7773294137 5159
PDGFRL 0.1904603 7.536523 2.671079 0.008839888 0.04719392 -3.5432196809 5157
PDHA1 0.04218292 7.443841 0.8142105 0.4174778 0.7028559 -6.6619837087 5160
PDHA2 0.0034443675 5.930816 0.136257375 0.8922788 0.96029275 -6.9800646785 5161
PDHB -0.08336515 10.789236 -1.567533 0.1201799 0.346468 -5.7773340292 5162
PDHX -0.02423745 7.519014 -0.3500442 0.7270489 0.8917557 -6.931582543 8050
PDIA2 0.1619541 6.084353 5.03546 2.141088e-06 3.058373e-05 4.3031230592 64714
PDIA3 0.006008757 6.02135 0.2358155 0.8140628 0.9308982 -6.9650716503 2923
PDIA3P 0.36760635 6.950844 4.3988345 0.00031982572945 0.00247311344 2.06598416785 NA
PDIA4 0.4383812 7.220688 5.842668 6.57226e-08 1.299811e-06 7.6783213619 9601
PDIA5 0.8165639 9.485138 9.01187 1.556697e-14 1.221556e-12 22.6230659174 10954
PDIA6 0.5545331 7.968715 4.874112 4.161297e-06 5.548244e-05 3.6627003642 10130
PDIK1L 0.2491205 7.020112 6.074577 2.314012e-08 5.089571e-07 8.6942142399 149420
PDILT -0.000487178 5.926471 -0.01996645 0.9841103 0.993814 -6.9927171532 204474
PDK1 0.03978895 6.399586 1.25542 0.2122802 0.4907278 -6.20976631 5163
PDK2 -0.1149819 6.310821 -3.697014 0.0003579799 0.002976151 -0.5835780398 5164
PDK3 -0.05850123 6.403555 -1.274531 0.2054577 0.4808882 -6.1859379891 5165
PDK4 -1.046109 8.281052 -5.808328 7.659448e-08 1.495375e-06 7.5294904889 5166
PDLIM1 -0.7948965 8.239826 -9.65892 6.049206e-16 6.554699e-14 25.8178212135 9124
PDLIM2 -0.0401806355 5.967643 -1.52191088 0.463589715 0.49865961 -4.90625715695 64236
PDLIM3 -0.6945458 9.216199 -6.145177 4.5889545e-08 8.9535712e-07 9.0289191797 27295
PDLIM4 -0.2570096 6.315555 -5.756174 9.656876e-08 1.843179e-06 7.3042721149 8572
PDLIM5 0.120330433333333 6.76466333333333 2.303874 0.0653205608333333 0.198717815 -4.09088380306667 10611
PDLIM7 -0.2948766 7.489504 -4.03861266666667 0.000264914195000004 0.00199330455333399 11.0191952636667 9260
PDP2 0.021275035 6.1605125 0.8893559 0.3883602 0.66237685 -6.57265775925 57546
PDPK1 0.065317909 6.7175092 1.0484457 0.2410482924 0.363346702 -4.89112571358 5170
PDPN -0.38330866 6.765721 -5.1920405 0.07471625 0.19925965 15.28735645865 10630
PDPR -0.0957255242666667 7.37946233333333 -1.18095699666667 0.459278379 0.572209823333333 -5.73413904846667 55066
PDRG1 -0.000520332 8.0058 -0.01059248 0.9915699 0.9967131 -6.9928606323 81572
PDS5A 0.1330172 7.665272 2.329116 0.02188451 0.09885109 -4.348184468 23244
PDS5B -0.1338485445 7.1454045 -2.46042493 0.466030908077 0.487761231395 -1.40135676695 23047
PDSS1 0.1756997 6.7196425 4.195661 0.0003452670505 0.002653436935 1.25754763155 23590
PDSS2 0.06743501 9.039572 1.203266 0.2317418 0.5147561 -6.2730201578 57107
PDXDC2 -0.03278234 6.050919 -1.2483655 0.239279 0.49763465 -6.1662377219 NA
PDXK -0.1789486 10.268797 -2.668561 0.008901865 0.0474623 -3.549499143 8566
PDXP 0.3504569 7.936291 6.314037 7.74031e-09 1.886193e-07 9.7616870547 57026
PDYN 0.03370158 6.02626 1.346193 0.1813135 0.4471079 -6.0934878514 5173
PDZD11 -0.02071814 6.118752 -0.93764705 0.40712615 0.6331086 -6.4350024136 51248
PDZD2 -0.09913179 6.576389 -2.34413 0.02106859 0.09590466 -4.3148926124 23037
PDZD3 -0.01345102 5.908404 -0.6498599 0.5172872 0.7732765 -6.7818422711 79849
PDZD4 -0.047349 6.593795 -1.18187 0.2400875 0.5255311 -6.298216743 57595
PDZD7 -0.01494527 5.924005 -0.6679697 0.5057066 0.7656103 -6.7699412494 79955
PDZD8 0.1554709 6.83208 3.123763 0.002342006 0.0153129 -2.3333541173 118987
PDZK1 0.00369168 5.99635233333333 0.1121681 0.127442067333333 0.273920470333333 -4.46799868023333 5174
PDZK1IP1 -0.08028376 6.566582 -0.7633754 0.4470542 0.7245438 -6.701899016 10158
PDZK3 -0.00974523 6.027821 -0.3624075 0.7178197 0.8876553 -6.927176389 23037
PDZRN3 -0.045298462 6.1458042 -1.3624908 0.101190665 0.27497652 -5.21229928596 23024
