GENE logFC AveExpr t P.Value adj.P.Val B
USP16 10600 0.07225526 10.7588551 0.3166273 0.7622525 0.894587767 -6.809730247
USP17 391627 0.1449182 4.3763981 0.6081295 0.5653939 0.801272616 -6.660057866
USP18 11274 0.31472755 9.51159955 0.66126975 0.53770495 0.7826613855 -6.6134038865
USP19 10869 0.2656554 7.9064368 1.264631 0.2529012 0.543420037 -6.049976608
USP2 9099 -0.163787845 1.83921655 -0.16426914 0.87526695 0.9453639455 -6.848761104
USP20 10868 -0.5624808 10.0555493 -2.273426 0.06336643 0.247536062 -4.724325976
USP21 27005 -0.029124515 6.56659795 -0.14962275 0.8860187 0.949634024 -6.853740931
USP22 23326 0.6043728 7.3839069 2.75529333333333 0.0498921383333333 0.199125581333333 -4.07559244266667
USP24 23358 -0.124098 7.9348734 -0.62387625 0.33724725 0.5714209435 -5.975446667
USP25 29761 0.28560105 7.5278228 1.3666175 0.22091265 0.504366336 -5.929950807
USP26 83844 0.1449175 0.6830366 0.8128829 0.4473298 0.730019761 -6.50553384
USP27X 389856 -1.399893 4.5498403 -5.486166 0.001534256 0.03272546 -0.768131501
USP28 57646 0.7306328 5.2748202 1.443806 0.1989026 0.476078091 -5.83631452
USP29 57663 -0.00864705000000004 1.79053105 -0.24156845 0.42148575 0.6934942285 -6.416461347
USP3 9960 0.2376472 6.6638848 1.2340658 0.331306535 0.492066565 -5.246094985
USP30 84749 0.04705595 6.42713435 0.10386095 0.4581132 0.735218193 -6.514084277
USP31 57478 -0.568838866666667 6.70157426666667 -1.84257303333333 0.23415186 0.414768981666667 -5.180158959
USP32 84669 -0.338044785 7.6370142 -1.44534545 0.43395056 0.5535908765 -5.5061655385
USP33 23032 -0.560562023333333 8.481047 -1.8525648 0.313304373333333 0.438311180666667 -5.05285752033333
USP34 9736 -0.579972675 7.633213075 -2.11119975 0.0908310425 0.29431809875 -4.9437667855
USP35 57558 -0.1694187 8.4752984 -0.4328359 0.680259 0.860520219 -6.760653961
USP36 57602 -0.513370455 4.0500005 -0.979908365 0.5391057 0.65140207 -5.9980794575
USP37 57695 -0.13693165 7.8830801 -0.61150365 0.57088125 0.7987699325 -6.6402407625
USP38 84640 -0.01346088 4.2531496 -0.05415582 0.9585691 0.982571228 -6.865413542
USP39 10713 0.09350852 12.1604328 0.4871404 0.6434426 0.843096163 -6.732817074
USP4 7375 -0.22312015 9.94581395 -1.0278518 0.3721159 0.6391132695 -6.2612417225
USP40 55230 0.24227373 7.9621738 1.25847185 0.37583633 0.572122883 -5.882726335
USP41 373856 0.5211487 6.6528232 1.053192 0.3328045 0.630521733 -6.280267349
USP42 84132 0.04974015 8.7613427 0.23770605 0.35177395 0.637142727 -6.2769766385
USP43 124739 -0.1033578 7.936754 -0.1066823 0.9185184 0.963936816 -6.860543687
USP44 84101 -2.099788 3.2822244 -7.142187 0.0003795346 0.016865496 0.71043979
USP45 85015 -0.1707152 5.1768681 -0.6876178 0.5173766 0.775325362 -6.604555813
USP46 64854 0.618230666666667 5.42684423333333 2.94379126666667 0.224899671 0.327607747 -3.71119655033333
USP47 55031 -0.497782 7.922057325 -2.361225525 0.1874900195 0.32835567825 -4.2338941265
USP48 84196 -0.2129651 9.072122375 -0.880651225 0.43892382 0.6116073435 -5.8745882815
USP49 25862 -0.4781623 2.7679827 -1.326012 0.2330764 0.519703334 -5.978477425
USP5 8078 0.4709754 8.1754403 2.487865 0.04729649 0.207611085 -4.424414523
USP51 158880 -1.093501 7.6193398 -2.635505 0.0387708 0.186082455 -4.218327742
USP53 54532 -0.26810095 8.0233803 -0.6739841 0.52549 0.779972918 -6.6143441545
USP54 159195 0.8080843 8.004075 3.7040295 0.0351045795 0.1477888155 -2.9355766025
USP6 9098 -0.0552956666666667 4.76640166666667 -0.3651272 0.457840116666667 0.637742553 -6.04809406333333
USP6NL 9712 -0.0745763666666667 5.82481086666667 -0.395189833333333 0.242289666666667 0.514670028333333 -5.90000420533333
USP7 7874 -0.479082185 9.07445755 -2.0280215 0.407657898 0.488569179 -4.439932968
USP8 9101 -0.2762246 8.2784348 -1.454041 0.1961613 0.472279112 -5.823681316
USP9X 8239 -0.1644115 11.5134737 -0.911346 0.3972471 0.692057594 -6.418493884
USP9Y 8287 1.720613 5.388424 2.13041 0.07716296 0.276236144 -4.923614471
USPL1 10208 -0.6451054 6.98876535 -3.2825585 0.017481855 0.1166802015 -3.3379604
UST 10090 -2.844881 5.8175247 -7.478033 0.0002952032 0.015154598 0.971799197
UTF1 8433 0.3152233 7.0155729 1.553307 0.1713381 0.438052061 -5.699068679
UTP11L 51118 0.28016525 7.4834008 1.20906935 0.36453935 0.581970263 -5.978157854
UTP14A 10813 -0.1527 7.1976551 0.0996174999999999 0.046791025 0.2060351715 -4.403562151
UTP14C 9724 -0.765741 7.8336997 -3.321597 0.01597124 0.111880724 -3.282938688
UTP15 84135 0.371337 5.7802132 0.97056905 0.37956325 0.662826216 -6.345838783
UTP18 51096 0.5735189 9.0221731 2.576577 0.04195992 0.194303641 -4.300483695
UTP20 27340 -0.6991743 7.8973081 -2.53531 0.04435847 0.200609149 -4.35810427
UTP23 84294 -0.49536344 6.5790062 -1.10241325 0.472819075 0.591274749 -5.7354186185
UTP3 57050 0.1704801 10.3951442 0.9234506 0.3913944 0.68679947 -6.407269642
UTP6 55813 0.02666174 9.8334779 0.1284143 0.902017 0.956926296 -6.85760198
UTRN 7402 0.12955663 9.70368615 0.35056315 0.6778766 0.844585359 -6.680355001
UTS2 10911 -0.96264865 2.51482505 -1.22011 0.27745565 0.564917168 -6.087861001
UTS2D 257313 3.158802 3.1449728 4.721932 0.003251009 0.048155002 -1.574162329
UTS2R 2837 -0.01575191 13.6917877 -0.0613351 0.9530843 0.980074126 -6.864935292
UTX 7403 0.1106111 8.8057648 0.5557719 0.5984624 0.819082214 -6.693325163
UTY 7404 -0.7969792 3.45105105 -1.5502941 0.224905305 0.4725388645 -5.641333148
UVRAG 7405 1.584298 6.5726757 1.987462 0.09404346 0.308105259 -5.121160851
UXS1 80146 0.1853903 8.6564018 1.016224 0.3487336 0.646470429 -6.317661318
UXT 8409 0.07604806 11.7824979 0.3416231 0.7442809 0.886090578 -6.800404885
VAC14 55697 -0.792597666666667 6.59109713333333 -3.50551733333333 0.0175955233333333 0.111834034 -3.07142881866667
VAMP1 6843 -0.9701527 3.8816942 -2.590391 0.04118813 0.192412159 -4.281211575
VAMP2 6844 0.10846325 7.6517497 0.44654365 0.3328512 0.5952800115 -6.113266482
VAMP3 9341 -0.58864085 7.75873555 -2.469607 0.09287895 0.272390661 -4.448579829
VAMP4 8674 -0.4291091 6.3471742 -1.8152864 0.341281715 0.4886608015 -5.1148106535
VAMP5 10791 -1.58818 8.9683276 -7.874174 0.0002220866 0.013241362 1.265571266
VAMP7 6845 0.7939269 10.3174178 2.998621 0.02404925 0.140412075 -3.717302969
VAMP8 8673 -0.1397411 13.8719342 -0.6182698 0.5591193 0.798260697 -6.65330847
VANGL1 81839 -0.117148366666667 6.6002157 -0.911686666666667 0.14132128 0.378695061666667 -5.379321165
VAPA 9218 -0.57741455 9.32530255 -2.2810025 0.121113685 0.314768533 -4.689941379
VAPB 9217 0.3847268 9.361061 2.129247 0.07728707 0.276353852 -4.925230409
VARS 7407 0.5056726 8.2305876 2.34765 0.05723955 0.232562885 -4.620559405
VARS2 57176 0.6153421 9.0064712 2.3540485 0.06226816 0.238498935 -4.610889101
VASH1 22846 -0.0242393 6.262242 0.05136255 0.6097943 0.824806897 -6.7020913415
VASH2 79805 -1.6525125 3.69448795 -3.7870915 0.074488653 0.2150520935 -2.9571381105
VASN 114990 0.1519385 9.9644643 0.5130441 0.6262553 0.834197847 -6.718469569
VASP 7408 -1.683504 10.1794778 -3.40053 0.01448517 0.106075144 -3.178796047
VAT1 10493 -0.89879745 8.48650325 -2.6394565 0.03861007 0.185547429 -4.2128546325
VAT1L 57687 -0.6861888 2.2005561 -0.5315302 0.6141441 0.827372023 -6.707815074
VAV1 7409 -0.5026613 6.6007835 -1.002657 0.3547314 0.651871049 -6.331150022
VAV2 7410 0.5750912 6.0555147 1.6354985 0.1618295 0.416620988 -5.583890855
VAV3 10451 -1.4640128 5.5272116 -2.747458 0.072238433 0.233172657 -4.089531736
VAX2 25806 0.318768 2.8167677 0.5132767 0.6261021 0.834179921 -6.718337642
VBP1 7411 0.2988661 7.5780873 1.125009 0.3035635 0.600682456 -6.205056064
VCAM1 7412 0.4583877 6.0447576 1.187602 0.2798659 0.573948186 -6.136906304
VCAN 1462 0.6771849 6.8191491 1.081024 0.3212079 0.619539656 -6.25151334
VCL 7414 -2.2283425 8.36521545 -5.9783175 0.0011475389 0.027573004 -0.316587073
VCP 7415 0.466847833333333 11.6497216333333 1.95249566666667 0.111185583333333 0.331108333333333 -5.15833734766667
VCPIP1 80124 -0.1901499 6.4839149 -0.44993555 0.39562985 0.6444786095 -6.25451593
VCX 26609 -0.03053784 5.8427086 -0.02791059 0.9786386 0.990699081 -6.8666562
VCX2 51480 0.0684158 5.24875695 0.15432135 0.788732 0.9076630235 -6.807678316
VCX3A 51481 0.4257899 6.5242542 0.4259387 0.6850079 0.86235718 -6.763969378
VCY 9084 0.7085656 4.6708841 1.160719 0.2898436 0.585039204 -6.166460851
VDAC1 7416 0.33396035 9.45078305 1.4353555 0.20379995 0.480727219 -5.8435447275
VDAC2 7417 -0.1836951 12.18960045 -0.7613689 0.491553 0.740854575 -6.516140608
VDAC3 7419 -0.2871891 10.652295 -1.0185543 0.3478098 0.6451568115 -6.3151791575
VDR 7421 -0.77567599 6.17561152 -1.3034405 0.24152639 0.5288772606 -6.0032485372
VEGFA 7422 1.78773030769231 8.29018276153846 1.94308192307692 0.105128266923077 0.324840144692308 -5.17734147761538
VEGFB 7423 -0.42059785 10.31671515 -1.29762355 0.2761777 0.5459390845 -5.966186916
VEGFC 7424 -0.1432347 8.5399016 -0.2897282 0.7817752 0.902904674 -6.818999617
VENTX 27287 -0.02805582 2.9069205 -0.05155905 0.9605536 0.983102379 -6.865571899
VENTXP1 139538 0.1164334 0.5979793 0.6176571 0.5594972 0.798435169 -6.653719063
VEPH1 79674 -0.8142464 4.0329895 -2.844883 0.02937625 0.158412084 -3.928103182
VEZF1 7716 -0.956105533333333 9.8036375 -4.52789733333333 0.00760974213333333 0.0670492826666667 -1.886518344
VEZT 55591 -0.1139283 9.5235854 -0.5744283 0.5865519 0.812038147 -6.681777766
VGF 7425 -0.003176849 3.7717846 -0.00674996 0.9948332 0.997781187 -6.867079458
VGLL1 51442 -1.987583 3.7812481 -4.150227 0.006008808 0.066067355 -2.235187307
VGLL2 245806 -0.26782325 2.8552433 -0.01369075 0.3948049 0.6895894055 -6.41368664
VGLL3 389136 -1.78143551 7.3870006 -1.11125105 0.496942105 0.621080177 -5.9054711465
VGLL4 9686 -0.37748415 8.3487486 -1.2943 0.24559915 0.5328687805 -6.0124153385
VHL 7428 -0.13356288 10.7465997 -0.56044745 0.5957275 0.817105671 -6.6898112965
VHLL 391104 -0.3001203 2.7292392 -1.094656 0.3156506 0.614029734 -6.237246003
VIL1 7429 0.147344266666667 2.4724122 0.147010533333333 0.820104366666667 0.921162717666667 -6.827401222
VILL 50853 -3.587941 7.4504037 -7.058429 0.0004046904 0.017293926 0.643414874
VIM 7431 -1.6207075 13.17875155 -6.0200685 0.0009768815 0.026073082 -0.258579848
VIP 7432 -1.092331 2.7870572 -0.3538356 0.7355632 0.882852376 -6.795601068
VIPR1 7433 -0.4231983 8.5245719 -0.8553475 0.4251895 0.714172501 -6.468945068
VIPR2 7434 -2.231411 4.46017005 -4.2325955 0.0075541835 0.070079982 -2.1762851875
VISA 57506 -0.112409173333333 8.40479736666667 -0.239071556666667 0.827132433333333 0.921785617666667 -6.79765320866667
VIT 5212 -1.848021 6.7239297 -3.672385 0.01042356 0.088041471 -2.826840214
VKORC1 79001 -0.298542 11.9545314 -1.06924 0.3260767 0.624238414 -6.263749593
VKORC1L1 154807 1.189464 8.9469443 5.310431 0.001811331 0.035512658 -0.945924344
VLDLR 7436 -1.432786 7.7497407 -5.279963 0.001864953 0.03617282 -0.977197479
VMA21 203547 0.39472975 6.21783825 1.643316 0.170839795 0.421407487 -5.5622795955
VMAC 400673 0.2368548 5.7255858 0.8122565 0.4476626 0.730286657 -6.506062532
VMO1 284013 -0.1232575 6.3390616 -0.2567867 0.8059215 0.914861307 -6.82926012
VN1R1 57191 -0.5056536 3.597737 -0.7183851 0.4995241 0.76456668 -6.581510677
VN1R2 317701 0.1305365 0.7618613 0.7406225 0.4868816 0.75640978 -6.564327994
VN1R3 317702 0.04099468 0.4908842 0.2056349 0.8438752 0.931511562 -6.842788014
VN1R4 317703 1.758677 1.0619376 2.159516 0.0741237 0.270373763 -4.883157443
VN1R5 317705 0.4524076 1.9245986 0.4112046 0.6952055 0.865999437 -6.770883832
VNN1 8876 -0.24906985 1.4864044 -0.6809546 0.52654435 0.7752720535 -6.598337524
VNN2 8875 -0.2039117 6.3724286 -0.1642047 0.8749616 0.944629275 -6.851579791
VNN3 55350 0.4705367 1.9781728 0.58776128 0.6238644 0.793909163 -6.558420712
VPRBP 9730 -0.0604133033333333 6.5660264 -0.2925904 0.524338266666667 0.719496242 -6.37631247533333
VPREB1 7441 0.2065885 2.178508 0.2467988 0.8132908 0.918016909 -6.832132263
VPREB3 29802 -0.4234573 3.759353 -1.322972 0.2340248 0.520621452 -5.98206293
VPS11 55823 -0.36141755 8.8049516 -1.742786 0.179339825 0.414959749 -5.4043629065
VPS13A 23230 -0.136223996666667 8.3241345 -0.594552533333333 0.5914884 0.742656330333333 -6.38748305866667
VPS13B 157680 0.831401 6.83468905 3.16649825 0.08958596575 0.21855968175 -3.5123661845
VPS13C 54832 -0.43087205 5.0962979 -1.6610569 0.42421104 0.527613223 -5.212464214
VPS13D 55187 -0.684917233333333 6.59832316666667 -2.34872366666667 0.0745528266666667 0.256400528666667 -4.61645108033333
VPS16 64601 -0.1589276 10.0761329 -0.813683 0.4469051 0.729738561 -6.504858152
VPS18 57617 -0.5697985 10.4197609 -1.721367 0.1359645 0.384606913 -5.480680578
VPS24 51652 0.226005133333333 9.49207616666667 0.911571633333333 0.409720266666667 0.686631262333333 -6.397602569
VPS25 84313 0.3197764 10.3500435 1.456924 0.1953953 0.471266676 -5.820114427
VPS26A 9559 -0.2462242 10.0808376 -1.254209 0.2564114 0.546798087 -6.061925753
VPS26B 112936 0.287937533333333 8.2106138 1.07458213333333 0.356926966666667 0.622116824666667 -6.20737849166667
VPS28 51160 0.5265396 13.5714552 1.716161 0.136946 0.386115594 -5.487565462
VPS29 51699 -0.263156133333333 8.7512652 -1.139447 0.298441566666667 0.594268976666667 -6.188845033
VPS33A 65082 0.2689205 7.2352396 1.361855 0.222153 0.506237683 -5.935877742
VPS33B 26276 0.04996979 7.6909794 0.2431298 0.8160031 0.919320721 -6.833159277
VPS35 55737 -0.2365864 10.71040485 -1.02880445 0.34725165 0.64179051 -6.298845909
VPS36 51028 -0.9442275 8.3652469 -3.365115 0.01513224 0.108390489 -3.225417377
VPS37A 137492 -0.5159141 7.0256584 -1.396681 0.2149995 0.494832057 -5.8901759995
VPS37B 79720 0.4478573 10.2899937 1.640313 0.1520476 0.40948716 -5.58705124
VPS37C 55048 0.9433627 12.1316223 3.624128 0.01104135 0.090929029 -2.888529663
VPS37D 155382 -1.337795 5.9895961 -3.34081 0.01559467 0.110551859 -3.257510979
VPS39 23339 -0.194582738 7.4386533 -0.575714615 0.6428795 0.7956497565 -6.5325103065
VPS41 27072 0.133633666666667 7.46160363333333 0.872868333333333 0.189353766666667 0.443399722 -5.62980929266667
VPS45 11311 -0.28273365 7.7190199 -1.41961235 0.25103895 0.508544876 -5.808901471
VPS4A 27183 0.00660864999999999 7.657999 -0.1086595 0.066831235 0.2536395035 -4.766481538
VPS4B 9525 -0.9185072 8.04769105 -3.5132525 0.0156424705 0.106147402 -3.051344659
VPS52 6293 -0.0477807 7.8426137 -0.2125269 0.838732 0.929443947 -6.841136926
VPS53 55275 -0.399277566666667 3.88982533333333 -0.880384666666667 0.4506082 0.695513838 -6.38283153766667
VPS54 51542 -0.08001733 7.4891697 -0.2994898 0.7792882 0.902541877 -6.7951515355
VPS72 6944 -0.3320108 9.6378436 -1.227099 0.2657431 0.55774093 -6.092738338
VPS8 23355 0.15760235 6.34815525 0.5634834 0.5954475 0.8172491355 -6.6838340455
VRK1 7443 -0.02518752 7.6215146 -0.1300056 0.9008107 0.956458058 -6.857365321
VRK2 7444 0.2516335 8.7495739 0.575925 0.5856025 0.811715196 -6.680836583
VRK3 51231 -0.03819197 8.4557575 -0.1148314 0.912325 0.961444954 -6.859504045
VSIG1 340547 0.6043513 0.6854152 2.050166 0.08621953 0.293051366 -5.034776619
VSIG2 23584 -1.812555 9.3229965 -2.307478 0.06047495 0.240144679 -4.676737314
VSIG4 11326 0.3901931 8.0444671 0.6432829 0.5438263 0.789977982 -6.636241928
VSNL1 7447 -5.749691 3.9127705 -8.82153 0.0001178006 0.010894794 1.910237203
VSTM2A 222008 1.377031 3.3976618 0.7465153 0.4835683 0.753750192 -6.559701651
VSTM2B 342865 0.01817984 2.2896247 0.02249335 0.9827838 0.992818922 -6.866813768
VSTM2L 128434 2.161549 8.9253131 5.780231 0.001171831 0.028659909 -0.480239453
VSX1 30813 -0.9456946 5.6362443 -4.092014 0.006413925 0.068388439 -2.305367279
VTA1 51534 0.14946005 6.9536901 0.7292713 0.49884205 0.757826209 -6.562078322
VTCN1 79679 -2.96374 5.2099821 -2.095057 0.08102696 0.283163454 -4.972663601
VTI1A 143187 -0.302772733333333 6.48713806666667 -0.677841533333333 0.241268447333333 0.446746758666667 -4.93895054266667
VTI1B 10490 -0.133592935 10.44399855 -0.44192825 0.68651925 0.8545995985 -6.717209473
VTN 7448 0.2206305 3.9406101 0.956902 0.3755657 0.672531178 -6.37567975
VWA1 64856 -1.459225 9.30072 -5.1220725 0.0024073745 0.0403692635 -1.1555488515
VWA3A 146177 -0.2546063 1.9201701 -0.2369621 0.820569 0.921293306 -6.834851767
VWA3B 200403 0.83759445 1.2072953 1.935722 0.114193445 0.33717814 -5.181492615
VWA5A 4013 -2.667118 4.63194635 -6.2325505 0.00080824755 0.023728937 -0.063453017
VWA5B1 127731 0.9215185 0.9349691 1.626678 0.1549272 0.413644518 -5.604761834
VWA5B2 90113 0.02826185 5.1609161 0.1290363 0.9015455 0.956698328 -6.85750983
VWC2 375567 0.0163899 0.9699203 0.04944136 0.9621722 0.983831156 -6.865695286
VWC2L 402117 0.1463055 0.6717495 0.7787136 0.4657391 0.742789937 -6.533890892
VWCE 220001 -1.396023 6.7814084 -2.519996 0.0452851 0.202923973 -4.379500567
VWDE 221806 -2.0732455 3.00050265 -4.7186885 0.0574527039 0.1808820985 -2.128683421
VWF 7450 -0.23355237 10.5982171454545 -0.8486482 0.445670590909091 0.713051056545455 -6.44637033
WAC 51322 -0.3840573 10.9612109666667 -1.52996833333333 0.202314896666667 0.463105967333333 -5.70046274066667
WAPAL 23063 -0.308145845 8.67522935 -1.42591965 0.42764859 0.5543057775 -5.54513939
WARS 7453 0.3726225 9.4917573 1.042093 0.3375239 0.635637231 -6.291591826
WARS2 10352 0.01855065 7.4013206 0.05302022 0.9594369 0.982871568 -6.86548375
WAS 7454 -0.214148 4.7598919 -0.7576381 0.4773566 0.750234211 -6.550886717
WASF1 8936 0.01552086 7.1336203 0.05353729 0.9590418 0.982773298 -6.865451967
WASF2 10163 -0.37050925 9.92082185 -1.4866032 0.365918135 0.492788667 -5.01228055
WASF3 10810 0.6102021 8.9561165 1.784729 0.1245556 0.365244638 -5.396357966
WASH1 375690 -0.073628594 11.0819987666667 -0.272408613333333 0.7853784 0.906525995666667 -6.799347026
WASH2P 375260 -0.1676011 13.9434741 -0.7085918 0.5051614 0.768137746 -6.588938463
WASH5P 653635 0.1143982 5.7752911 0.4696 0.6552205 0.848255515 -6.742142484
WASL 8976 -0.1941183 3.9012294 -0.7988479 0.4548275 0.735181156 -6.517300309
WBP1 23559 0.3093048 11.8188639 1.086827 0.3188322 0.617326881 -6.245453933
WBP11 51729 0.08318085 9.0488139 0.2703229 0.7959692 0.910417781 -6.82518995
WBP2 23558 0.117620745 7.7025489 0.3221943 0.76303205 0.8951593155 -6.7877898715
WBP2NL 164684 0.0207539 0.6422426 0.1016747 0.9223274 0.965623683 -6.861144754
WBP4 11193 -1.5373855 7.14431635 -6.9366375 0.0004703119 0.018389117 0.535692184
WBP5 51186 -0.9830507 10.1551932 -1.892802 0.1072319 0.333612896 -5.25054873
WBSCR16 81554 -0.19807705 7.03175175 -0.75758645 0.24233257 0.473173445 -5.536469925
WBSCR17 64409 -1.013416 7.3640949 -1.806843 0.1207992 0.358692258 -5.366713496
WBSCR19 285955 -0.425599166666667 3.5557412 -1.58022736666667 0.385176043333333 0.557729645666667 -5.42494353966667
WBSCR22 114049 0.5062344 6.7904637 1.730776 0.13939775 0.38444617 -5.4630571805
WBSCR23 80112 -0.39016066 4.70820265 -1.517880715 0.48429205 0.560173836 -5.315838486
WBSCR27 155368 -0.7711098 7.6841236 -2.442189 0.05031946 0.215003671 -4.488296465
WBSCR28 135886 0.6922354 3.1398529 1.737132 0.133034 0.379886077 -5.45979015
WDFY1 57590 -0.1261991 7.6919888 -0.5461884 0.6046344 0.822418738 -6.699123388
WDFY2 115825 -1.191437 6.04312195 -2.9160875 0.031783595 0.1594285065 -3.8392820205
WDFY3 23001 -0.573264566666667 7.0576951 -2.5992054 0.131771673666667 0.266333764 -3.452829085
WDFY4 57705 -0.317056486666667 3.04560973333333 -0.614624166666667 0.4543359 0.699863211333333 -6.40406730733333
WDHD1 11169 0.669551037272727 5.41079205454545 2.42561097272727 0.0977801627272727 0.250757348272727 -4.46538944545455
WDR1 9948 -0.592017625 10.8479167 -2.79382275 0.044382875 0.1868145565 -4.011934895
WDR12 55759 0.6713354 8.6376553 2.020185 0.08987461 0.300233427 -5.076138657
WDR13 64743 0.1980135 6.1046719 0.99088555 0.38525855 0.6523718465 -6.3020559905
WDR16 146845 -0.8538517 3.5962689 -1.216394 0.2695086 0.561793477 -6.104795413
WDR17 116966 0.706834275 0.87721115 1.491778 0.342725265 0.5238770515 -5.57599381
WDR18 57418 -0.1647443 10.5358815 -0.7832261 0.4632777 0.741150027 -6.530202455
WDR19 57728 -0.234251 5.62015376666667 -0.820489133333333 0.5046089 0.710668533 -6.37282058833333
WDR20 91833 -0.0877062566666667 6.07528376666667 -0.368448033333333 0.7293846 0.880540666 -6.77265380133333
WDR21A 26094 0.24009146 7.55215086666667 0.7427962 0.4466619 0.675643731333333 -6.328667108
WDR21C 138009 2.576118 3.5612878 1.650288 0.1499734 0.406273789 -5.574058649
WDR22 8816 -0.894225066666667 8.87158076666667 -4.209376 0.009776492 0.0767015206666667 -2.21817330666667
WDR23 80344 0.53859105 10.81351855 2.208682 0.070954675 0.2609891585 -4.814003599
WDR24 84219 0.1308666 8.2051092 0.359623 0.7314469 0.881531506 -6.793268097
